Time,Price,Items,MCFU
2113,157.16,34,6
2156,105.99,32,7
2800,192.85,46,12
1572,110.63000000000001,26,12
1371,111.69,25,1
2332,72.63,23,9
1611,72.39,15,5
2589,254.62,48,10
1508,47.74,14,3
1616,123.61,26,7
1326,59.32,17,4
1210,21.63,16,3
1318,46.52,16,5
2370,57.31,20,4
1438,49.49,15,3
1293,15.67,9,3
1105,83.18,17,8
2124,45.41,23,5
2024,33.59,19,7
2096,121.85,31,9
2264,127.47,26,5
878,52.17,11,2
1152,83.74,20,6
2495,82.66,22,8
1255,68.78,21,9
1556,66.62,16,4
1232,85.49,23,10
1893,79.06,16,4
2938,182.75,54,12
2421,66.84,28,7
808,20.39,8,4
1113,54.95,16,3
3893,190.43,41,12
3032,165.7,40,9
1746,48.15,20,5
1016,68.06,17,5
1124,53.24,14,4
2385,132.84,28,5
840,50.56,14,5
1107,31.39,15,3
999,19.94,14,2
1192,36.89,21,10
359,5.34,4,0
1333,40.2,16,6
1559,104.76,23,7
1399,43.86,13,2
4152,43.72,25,8
4594,72.67999999999999,15,3
2231,40.15,20,5
1646,32.24,11,3
1705,101.3,22,4
993,49.58,15,1
954,33.89,11,4
1609,63.22,24,5
1762,46.550000000000004,18,2
1287,23.47,14,8
1143,54.36,19,5
1685,103.35,24,3
1659,64.48,19,2
1286,85.04,23,9
1959,50.26,29,4
1613,101.67,24,4
1600,22.59,11,3
2813,130.29,37,6
3584,202.16,50,16
2002,164.24,34,4
2817,147.39000000000001,40,6
1857,73.43,20,6
3512,128.11,34,7
917,41.04,11,1
1412,30.47,23,6
1482,75.34,20,5
1604,70.52,19,2
2087,76.05,24,3
1287,88.19,22,8
1173,36.58,21,5
1176,30.62,19,6
1762,103.29,25,7
1782,143.42,23,4
657,17.68,12,3
1541,77.67,23,7
2984,112.9,30,12
3326,199.7,42,11
2968,172.29,46,16
2302,66.35,29,10
2095,119.61,31,8
2241,81.26,21,2
2105,51.51,21,5
776,42.85,11,2
1564,90.1,19,7
1060,47.2,11,4
820,21.59,13,3
258,4.99,3,1
2549,52.74,23,10
2965,141.46,30,5
1495,47.54,13,2
1691,36.3,15,5
2547,149.72,38,14
1943,72.17,21,6
3120,214.15,45,14
1677,33.52,9,1
1777,39.72,22,4
1956,42.02,24,5
928,10.88,10,4
905,43.23,10,1
2470,150.4,26,7
1032,78.61,15,5
1682,96.42,22,4
1498,84.36,16,3
4663,215.21,54,14
1023,92.21,21,3
2070,77.89999999999999,20,4
2261,188.67,35,8
2183,50.37,26,4
1267,20.07,13,4
1823,53.22,21,5
1674,121.92,24,10
1333,13.94,12,2
664,68.4,11,4
1042,38.98,10,3
2580,70.56,23,5
1664,69.11,17,6
3515,89.83,28,9
613,36.6,11,7
1307,67.53,16,3
941,58.65,14,8
1926,73.58,21,4
1059,39.26,14,5
748,20.27,7,4
1866,65.35,11,2
2300,118.63,28,5
2843,120.93,24,6
1676,110.12,26,3
2344,109.85,27,8
1812,90.79,21,5
823,75.78,12,3
1984,158.06,34,5
2219,65.97,17,0
2486,64.06,34,13
4227,161.82,39,14
1937,135.77,30,9
1008,18.22,14,5
847,58.04,15,5
2076,163.44,47,9
1001,23.64,15,4
1089,37.48,9,1
1883,127.87,31,9
1880,87.4,17,5
1149,47.39,12,4
1672,43.83,23,3
958,42.53,12,4
1047,22.54,16,5
1707,140.84,26,9
1337,61.15,22,5
1926,108.51,30,8
2088,137.52,31,11
1430,58.25,12,3
3367,76.45,25,4
1567,7.42,4,0
1620,14.94,12,2
2596,43.54,21,8
748,26.04,9,1
1390,70.31,17,5
951,48.18,11,1
3181,80.8,49,18
1810,36.74,19,4
3305,36.45,16,1
1811,188.12,33,11
2044,139.62,32,10
1124,79.14999999999999,16,3
1739,65.00999999999999,19,7
1415,36.62,18,6
1288,24.76,17,5
1724,31.17,14,5
1000,79.83,18,9
5363,191.59,41,11
2939,119.62,26,8
1989,80.04,21,8
3620,110.39,50,13
2062,152.39000000000001,32,10
1338,37.32,10,3
2391,169.01,32,7
1820,85.81,21,5
2917,117.71000000000001,32,7
2295,70.22,23,5
1026,30.82,20,3
2337,115.1,22,6
1192,60.55,14,8
3276,120.24,34,9
2624,86.01,25,4
1091,36.97,16,5
1845,72.34,16,6
1212,92.61,21,8
2487,55.33,22,2
1892,26.95,16,5
973,36.4,12,3
988,59.1,16,2
1867,57.660000000000004,26,7
1485,87.33,24,9
1733,46.21,23,7
2695,156.48,37,10
1623,105.81,28,6
2449,84.62,21,3
1197,66.52,16,2
2355,136.59,34,5
3556,156.79,41,11
856,40.07,14,3
2032,33.23,23,2
1004,54.82,11,2
3810,82.49,36,8
1671,86.17,22,6
2916,139.11,35,5
1598,95.48,18,6
1662,38.25,26,9
2024,46.64,21,6
2850,90.25,21,4
558,77.93,13,4
2120,64.84,19,5
1887,95.59,24,4
1423,89.26,17,6
1478,130.74,25,9
2737,139.52,37,10
813,23.83,9,1
1254,73.96000000000001,17,6
1896,43.61,24,3
1703,123.21000000000001,28,8
1770,68.04,25,7
2995,161.4,32,7
1346,57.04,12,2
2302,90.39,35,10
2977,53.54,32,11
2490,52.72,33,11
1907,75.47,17,4
867,78.92,13,4
2468,55.32,29,8
1975,55.53,14,6
799,84.88,13,5
3123,168.3,35,9
2648,45.06,20,4
1341,72.43,19,4
1928,59.339999999999996,18,5
2392,74.71,18,7
1745,76.41,19,2
757,38.75,8,1
1391,61.78,16,7
1536,42.39,23,8
781,53.37,14,3
986,20.66,10,0
3468,97.62,53,16
978,36.589999999999996,12,1
2097,59.79,18,6
893,29.75,13,5
3880,187.02,47,14
1559,51.79,25,5
1500,54.96,16,8
1555,39.24,13,3
2087,86.64,22,3
2009,64.16,17,6
3332,116.42,30,10
3445,71.44,36,7
2530,23.68,17,2
2193,85.43,25,11
1765,59.44,12,4
1919,106.59,28,7
2814,140.76,40,14
1133,94.42999999999999,20,7
763,26.490000000000002,9,1
1455,41.67,12,4
1662,74.59,20,7
2152,99.35,27,11
2355,43.89,25,7
2242,131.71,27,6
900,88.59,14,4
1316,25.52,8,3
2153,80.11,21,8
4928,260.75,59,15
2666,55.87,31,6
1684,65.33,18,7
2121,31.89,21,9
1714,57.65,21,4
779,14.11,7,0
1574,96.03,18,4
3700,119.45,26,6
1403,89.85,21,5
2739,140.79,30,7
2123,29.009999999999998,16,7
1653,99.56,22,7
1667,114.79,21,8
3765,210.66,42,12
4128,237.18,61,15
2906,95.72,20,3
1958,88.87,29,6
2178,79.36,32,8
2587,76.76,19,6
2107,56.52,21,6
2620,38.93,26,4
3287,96.49000000000001,23,7
2241,72.34,26,7
916,56.870000000000005,13,5
1464,60.65,28,8
1423,56.14,17,4
1014,12.83,11,3
1399,82.25,20,4
162,16.73,5,0
2405,82.2,27,5
462,27.099999999999998,11,3
2054,21.5,13,4
1871,71.09,18,7
1445,48.25,17,5
622,39.11,12,3
1064,31.55,12,3
1159,34.72,13,5
1453,85.47,26,4
729,76.67,14,4
3232,239.26,53,14
1340,100.46000000000001,26,6
1812,74.08,15,4
1768,58.0,18,8
2121,27.75,13,2
2986,227.04,43,9
1689,54.48,17,6
1713,103.11,23,9
1771,24.18,18,8
2919,123.61,26,9
4288,206.53,44,8
1929,56.06,19,3
1383,32.59,26,3
3491,206.73,53,11
1899,56.28,15,2
2832,112.7,21,5
2216,196.03,36,10
1547,73.55,19,7
2401,134.84,35,9
3498,50.95,36,9
2189,54.38,29,9
975,98.46,22,5
468,19.04,10,4
3846,92.51,42,8
1624,93.61,15,2
1300,56.54,19,3
1931,24.17,18,5
1141,17.0,14,3
1178,71.83,16,3
2029,69.64,21,5
2059,91.08,22,5
969,61.0,10,4
1465,94.79,23,4
2087,148.45,34,8
3072,51.519999999999996,29,10
2133,68.24,35,7
1625,27.78,17,6
5242,117.96,55,14
2241,152.15,31,7
2464,51.69,28,10
2291,44.199999999999996,20,6
2206,13.35,9,1
479,17.01,8,3
1601,99.12,24,3
1676,144.44,32,9
1365,78.05,25,6
1590,75.53,17,6
2188,92.23,26,5
1584,47.79,19,4
1166,25.82,16,5
1679,69.48,22,6
4475,110.47,29,4
509,2.17,3,0
2439,24.83,25,5
1423,128.45,24,6
2514,37.339999999999996,20,10
1618,68.62,14,4
369,1.54,3,0
1850,61.49,15,5
2284,49.36,25,7
539,5.21,7,1
1630,106.9,30,10
1399,45.07,13,3
1187,72.78,11,3
1412,59.03,21,5
3335,125.28,30,12
1305,60.24,12,3
1453,131.27,24,9
2119,140.82,28,5
994,27.12,17,5
2121,94.6,21,5
2007,90.79,27,6
2819,52.71,14,6
3469,129.17,23,9
1511,37.64,19,4
1969,92.52,24,5
953,16.18,13,2
3817,66.52,37,8
3379,225.25,57,14
1839,74.92999999999999,20,2
2364,107.44,26,8
2636,121.61,28,8
1277,29.46,14,4
1149,81.61,17,1
1425,36.6,13,7
5263,118.61,37,8
2315,95.61,41,11
2516,53.03,23,4
1948,50.21,21,7
1922,25.57,22,5
1880,103.5,25,4
1376,72.17,12,3
1860,101.44,22,8
2944,89.12,37,12
1559,37.79,22,8
2585,69.85,38,12
931,18.69,9,1
995,29.59,9,2
1025,37.98,14,5
2262,91.47,35,8
2543,50.98,18,6
937,22.22,16,4
3104,155.12,38,9
2689,126.57000000000001,29,5
2736,68.81,23,7
1895,40.67,20,6
1864,55.96,20,6
2481,127.5,34,8
3397,124.57000000000001,38,11
801,6.04,5,1
459,9.93,7,2
3122,94.05,50,8
1641,136.08,29,7
2850,200.4,52,11
1150,78.22,22,4
1301,86.1,21,5
1551,116.17,17,5
1055,86.92,20,5
1854,52.14,26,9
474,13.87,5,1
1261,25.34,13,3
898,36.52,12,5
1353,80.47,18,7
1451,45.61,14,5
688,60.32,14,2
1532,70.3,17,2
1205,35.01,21,9
2304,169.94,34,5
1000,39.87,15,6
2730,179.14,43,15
2670,95.97,22,9
2044,77.69,23,9
2258,78.05,23,8
1605,99.99,28,7
1853,79.11,21,5
392,1.77,3,0
2246,99.51,27,6
1761,56.87,18,2
1988,89.21000000000001,24,6
1311,112.55,20,2
3423,89.53,30,4
1290,21.89,9,1
2471,62.93,33,7
1276,49.18,27,3
1080,63.269999999999996,16,4
1234,66.49,13,3
612,40.99,10,3
1187,66.69,17,4
833,36.95,8,4
1485,55.5,16,8
2762,74.64,21,4
1463,47.980000000000004,11,0
1275,70.59,23,6
2878,115.41,30,9
2679,87.83,24,10
2167,37.34,27,5
3543,45.06,23,8
2028,105.71,23,12
1375,90.03,18,5
3684,208.09,50,14
2790,90.71,30,5
1598,46.480000000000004,15,4
878,49.93,12,1
2091,93.03,33,8
2097,151.59,30,8
3502,53.160000000000004,29,7
1458,93.02,20,4
1930,137.05,38,9
4394,99.83,37,11
2522,136.28,30,9
2114,105.25,23,1
957,26.81,11,3
1450,109.26,28,10
1615,70.02,18,8
1735,118.75,25,9
947,74.68,17,6
2571,169.64,30,7
579,3.2,3,0
1300,34.78,14,4
1867,134.03,27,7
2762,146.48,39,14
2760,118.51,28,12
1863,108.35,20,2
544,13.36,10,3
1849,119.37,26,1
1666,52.27,22,6
2568,141.83,30,8
2227,125.82000000000001,25,8
1218,42.839999999999996,11,0
2826,86.31,33,6
1554,106.47,24,3
1270,23.19,10,1
1331,39.52,12,4
2327,102.94,22,7
4475,150.66,45,14
1027,31.1,6,1
1575,79.99,21,2
2171,59.35,21,8
1765,45.38,18,4
2525,130.21,35,7
2013,65.3,32,6
776,23.45,9,1
1944,62.510000000000005,20,7
2829,141.26,35,7
1179,9.540000000000001,9,1
2458,140.49,41,9
2483,103.13,30,10
3731,146.77,41,17
1191,53.129999999999995,14,3
896,50.46,9,3
460,46.12,8,1
975,64.26,15,4
1231,66.94,13,7
2180,103.52,23,5
3241,81.98,43,11
726,43.37,16,3
2520,40.43,16,4
1918,37.86,24,7
287,1.17,2,0
3649,194.79,38,9
2603,125.48,27,3
2877,72.3,35,13
2569,172.12,39,10
1858,34.26,15,2
3828,138.85999999999999,36,8
845,62.7,13,4
707,69.38,15,4
1441,82.76,21,7
1318,21.970000000000002,14,2
2352,48.62,24,7
1711,95.35,15,4
1822,70.19,17,4
1551,91.91,25,10
1419,90.05,22,7
2013,82.03,35,10
1832,106.39,21,5
1656,92.01,24,6
691,13.8,8,1
2084,131.02,34,6
942,26.12,11,5
2523,174.71,35,8
1020,35.18,12,4
1616,26.11,14,4
4948,108.16,60,19
1535,36.03,22,8
926,52.85,15,2
1973,70.33,13,6
4985,266.06,54,16
2734,57.39,32,8
864,27.21,9,2
2179,116.85,26,9
2745,71.6,25,7
2971,107.11,27,9
1416,60.39,13,3
1313,21.54,13,3
2368,161.9,32,6
1030,16.06,11,2
1393,97.32,24,6
1437,67.49,25,7
2118,128.07,34,4
2088,148.34,28,6
1572,87.85,26,5
2038,85.19,19,4
1954,87.56,22,10
2909,131.64,35,6
1546,87.39,19,3
1135,42.65,12,4
2842,98.51,28,5
2365,135.53,20,6
2731,168.29,48,8
2413,86.04,25,7
1656,43.62,22,7
1345,97.46,21,5
1100,76.79,20,2
3372,181.07,36,7
1652,42.64,16,4
1769,97.48,26,5
1058,80.13,16,3
2892,41.49,20,7
2570,96.53,24,8
1121,93.79,21,6
2768,101.12,29,6
2163,123.41,23,4
6348,158.91,42,12
1726,91.24,23,6
2199,88.75,19,4
1863,69.53,21,6
642,84.77,11,5
1237,65.78,17,1
1417,146.4,27,3
886,37.67,16,3
2501,100.14,27,10
2770,161.46,37,6
3417,206.13,38,11
1145,43.03,13,1
3127,211.38,52,13
2638,65.75,19,7
1557,58.89,18,7
1737,53.73,18,4
1508,57.56,19,4
1340,60.199999999999996,11,2
1181,59.11,15,4
1260,101.92999999999999,22,6
1288,94.32,15,4
1655,112.29,23,3
1680,17.75,9,3
1204,66.45,17,6
1261,52.55,18,6
3014,67.5,28,11
1438,92.7,19,8
2815,142.0,25,9
2238,89.88,21,3
1722,45.32,17,3
2848,46.26,18,2
956,57.88,14,5
518,35.1,10,4
1579,76.65,21,4
1157,59.82,14,2
5663,127.27,51,10
1509,97.95,19,3
2666,82.55,25,9
1717,58.21,33,6
1579,86.82000000000001,22,8
1005,58.27,18,5
1328,98.32,20,7
1893,77.68,31,8
478,13.61,5,0
3483,113.97,34,9
2542,172.08,39,7
2677,118.84,26,5
2311,167.22,37,9
2819,135.86,32,4
3197,157.12,39,5
3454,168.71,42,7
3676,112.88,31,9
1259,33.95,11,4
1308,44.76,13,7
3126,111.1,30,7
2636,74.96000000000001,39,9
2357,51.25,29,8
936,22.54,11,4
1410,30.6,12,2
2784,124.7,26,6
1669,123.55,31,11
785,72.96,14,5
2215,49.92,27,10
173,11.17,5,0
1130,124.37,19,5
833,37.39,15,2
583,30.11,10,4
1635,101.7,21,5
1975,44.21,24,9
1600,33.83,19,4
2058,143.39,26,5
1150,34.82,15,5
2935,133.22,42,12
3633,147.67,34,9
1272,89.84,20,4
3320,70.4,32,6
466,14.370000000000001,5,1
1600,83.27,16,7
2200,32.5,15,3
1266,116.52,24,2
3099,205.84,38,11
567,2.52,5,0
738,34.91,11,1
1708,49.28,18,2
3891,238.45,56,9
1991,66.7,20,8
2672,91.15,27,10
2204,112.48,23,7
3985,234.6,57,11
1789,121.68,29,6
2445,149.60999999999999,31,5
2465,85.78,20,3
1270,31.62,15,5
1739,184.89000000000001,30,9
1878,42.91,24,3
860,53.84,13,5
3007,210.33,39,11
1872,89.49,21,10
3361,92.32000000000001,23,3
4708,254.72,68,17
964,49.18,13,4
943,67.86,15,7
3753,210.53,62,15
2243,42.1,19,4
2087,48.65,32,9
1387,35.67,21,3
1057,59.65,15,3
2701,62.7,36,6
2876,157.93,42,14
3677,209.39000000000001,53,19
2469,137.75,28,10
2774,79.99,24,8
3358,181.59,46,13
1766,74.73,21,6
2051,80.83,18,5
2672,32.58,17,7
1067,31.66,12,4
3206,157.18,31,13
1438,30.11,17,5
1268,121.61,19,6
1186,43.91,12,3
1576,81.69,16,5
1377,40.45,16,9
1248,31.84,18,2
1345,104.44,20,2
1983,46.87,13,4
1016,64.16,15,3
1119,92.72,16,7
2464,42.99,22,8
1752,96.03,16,4
1270,51.78,10,0
1906,126.5,24,7
644,23.11,10,2
1004,83.42999999999999,17,2
1800,27.63,13,1
968,46.57,13,3
779,33.74,9,2
1705,64.69,27,12
590,9.04,3,0
2651,142.5,28,9
2674,121.27,25,6
1657,117.8,25,11
2709,140.47,27,9
515,39.1,11,2
2235,25.44,24,4
3084,32.12,21,1
1616,49.8,15,4
1530,28.97,15,5
2192,64.85,28,10
2016,71.82,25,7
2833,64.54,30,9
2658,172.96,41,12
1138,96.82,21,8
2176,101.09,20,4
1869,81.96,19,5
2337,130.67,30,6
1835,62.01,18,4
1614,59.78,16,3
2320,107.07,26,6
819,24.96,8,3
1721,62.42,16,6
2603,107.67999999999999,16,4
2670,128.73,30,9
1322,37.47,16,6
2192,101.78,25,10
1287,63.6,16,6
3145,44.910000000000004,31,5
912,21.47,9,3
3424,102.47,28,10
980,50.089999999999996,12,4
1286,46.01,14,4
4482,201.28,58,25
1034,36.74,14,3
2086,102.53999999999999,29,4
2552,108.24,29,4
1818,36.89,8,2
2548,134.06,33,7
2163,123.4,20,4
1824,47.38,11,4
2031,73.59,23,3
1451,41.56,12,4
4056,171.48,48,8
2161,88.65,20,11
1143,44.38,12,3
2698,139.24,35,10
3666,110.97,48,11
1164,63.48,19,5
777,5.95,5,2
2414,75.13,27,9
995,40.68,9,4
1841,81.45,17,1
3645,246.52,54,9
1438,68.59,18,5
949,15.35,14,6
1092,74.84,17,1
2264,125.07,25,5
2531,121.18,27,7
958,71.86,13,2
1028,20.63,10,3
389,10.07,5,0
2874,130.26,30,8
1704,80.37,18,8
1306,99.88,20,3
1768,72.13,22,11
1393,126.36,25,7
2699,128.26,32,7
1539,36.2,10,1
2522,110.48,18,7
2230,60.18,16,3
627,18.99,9,4
1821,80.58,20,4
2416,67.02,20,9
2208,119.7,21,8
876,71.23,16,2
917,17.05,9,1
4970,266.97,65,14
978,29.91,9,5
2482,66.27,26,5
2746,100.73,22,7
1928,34.0,18,6
2155,90.82,22,6
1046,47.96,9,1
1231,24.45,13,3
1188,37.46,12,1
710,39.88,9,4
729,45.06,10,0
1230,71.69,23,7
6221,254.89000000000001,68,18
702,62.37,17,4
2400,114.21000000000001,23,8
858,46.2,14,3
2986,110.67,28,6
1481,53.55,16,2
1479,97.71000000000001,22,10
2811,134.68,30,6
1021,42.8,19,1
2533,121.06,24,5
3405,51.44,30,9
1563,36.74,17,5
2093,70.35000000000001,15,5
1105,25.55,8,3
846,61.5,14,7
2763,39.95,21,9
1730,39.62,20,4
907,55.06,16,1
1584,25.599999999999998,13,4
906,84.54,17,5
1881,134.18,26,2
1830,59.83,17,5
2297,139.42,27,9
1502,65.51,15,5
1310,98.35,20,2
1594,65.77,25,9
2007,137.71,34,11
1229,56.75,14,4
935,40.79,16,5
1994,23.91,6,2
596,85.84,14,2
2585,173.79,37,7
2824,74.94,24,8
1551,67.27,30,9
444,54.690000000000005,12,2
1860,122.39999999999999,26,5
2606,130.09,29,7
2375,80.94,23,2
2138,42.21,26,7
2481,118.58,36,11
1886,79.17,18,7
3782,140.71,37,12
1901,91.28999999999999,19,7
1207,23.68,7,0
2799,153.22,35,7
1914,75.86,17,6
2872,90.05,30,5
801,28.580000000000002,11,1
1840,33.19,18,7
1378,28.96,11,2
2659,228.06,45,15
1206,44.91,11,3
2030,29.63,21,6
929,22.15,7,1
2091,83.07000000000001,25,6
5176,117.63,52,12
1549,39.65,19,3
2373,47.74,14,5
2829,117.25,30,9
1730,102.14,17,4
2274,85.08,22,9
649,44.79,11,6
2630,84.84,23,7
1818,45.35,23,6
1351,44.64,24,8
1088,25.52,18,4
1273,33.56,17,6
1761,92.65,19,3
3456,47.99,25,7
1594,82.04,22,2
1439,106.8,20,5
1964,127.76,28,11
1726,38.58,25,9
1744,56.03,28,10
1002,27.83,10,2
1967,44.26,21,4
1796,76.45,34,4
1081,36.519999999999996,13,4
852,37.74,10,4
2263,93.78,21,9
1141,39.9,12,1
1655,31.57,14,5
478,3.56,3,1
2639,98.34,28,5
451,28.99,9,3
2280,79.9,35,10
1250,84.66,16,6
1766,70.21,15,6
1700,114.98,30,5
332,1.13,3,0
3428,100.86,29,6
943,21.54,9,3
1543,69.25,17,6
675,33.1,11,2
2079,94.03,34,12
3222,55.83,30,8
2173,101.77,23,6
1830,90.84,27,3
1165,46.54,17,4
2239,65.59,27,8
1743,104.88000000000001,19,5
1587,80.64,17,4
1548,63.93,17,6
1951,44.05,16,5
3697,103.12,45,9
1657,84.62,25,7
2048,60.089999999999996,16,4
2629,54.33,35,7
3992,106.58,24,6
2369,79.28,21,7
3314,228.8,46,10
2499,37.33,24,6
537,18.04,9,2
2102,79.31,22,10
2709,22.3,17,4
1468,72.39,13,3
2622,89.21,35,9
1385,32.0,17,6
365,12.459999999999999,6,0
2149,26.81,16,6
3291,185.69,45,13
1268,13.02,10,2
1002,14.870000000000001,6,3
1331,76.56,20,5
1790,101.85,18,6
2012,61.15,28,10
4150,135.97,32,6
2601,127.05,32,8
2101,81.53,30,8
1868,42.47,19,5
1030,72.52,12,4
1948,130.60999999999999,29,5
1424,49.82,28,3
1120,68.48,17,5
2643,96.45,32,9
1098,41.8,11,6
1489,77.84,22,4
2664,184.76,35,8
2117,45.35,24,6
1127,73.08,16,7
2526,192.89000000000001,41,9
1865,71.54,37,9
1566,115.95,22,4
1872,71.54,16,3
2010,64.87,20,2
1905,73.53,21,2
2267,92.86,24,3
2846,57.69,33,5
633,17.66,9,2
930,33.74,10,3
1593,102.57000000000001,26,8
2938,97.04,23,5
2926,100.16,34,9
2724,73.45,20,6
3815,183.61,49,10
2100,73.63,26,3
1107,64.4,13,7
2040,56.95,19,6
819,9.78,4,0
841,18.75,15,6
1376,61.370000000000005,16,5
527,4.83,5,0
1984,72.16,34,11
1058,37.82,10,2
583,25.71,9,2
3074,70.42,34,11
1251,28.68,12,3
2129,33.39,16,4
1384,54.42,16,2
853,56.29,15,5
1576,62.0,15,6
1570,40.67,16,4
1356,108.65,17,4
2500,131.47,36,7
2116,112.26,26,7
1334,21.33,12,2
1114,53.1,15,2
706,37.42,12,3
2791,132.59,56,13
1644,44.14,24,4
2566,73.07000000000001,27,8
1465,81.49,12,2
624,46.18,10,1
2187,77.57,21,7
4430,155.58,33,6
2277,154.61,33,10
3215,203.41,48,9
1966,84.47,20,7
1957,107.05,26,6
1750,107.24,21,8
1947,52.93,26,7
839,24.150000000000002,11,4
2653,51.95,27,4
1960,26.45,20,7
1307,35.44,9,4
1708,67.81,17,4
2035,14.86,12,2
1046,110.33,19,4
1764,45.83,21,9
1732,93.47,20,4
1588,88.17,22,9
2454,131.18,34,7
1411,14.51,10,1
3587,111.2,51,13
1288,34.82,9,2
968,61.89,19,3
2211,75.02,31,6
2169,73.06,22,6
1354,63.47,16,4
1586,104.06,25,4
1376,71.6,16,4
3437,97.55,27,6
2061,85.28,23,8
5428,85.22,44,10
2114,37.7,16,7
1642,45.12,22,7
2863,77.97,34,9
1171,99.4,21,7
4220,151.15,41,12
577,22.98,10,5
1988,134.5,28,4
1852,138.71,26,6
1555,52.63,15,5
1407,65.16,17,5
1480,83.4,17,7
2043,82.83,21,9
1098,45.62,19,4
1830,126.76,30,10
637,45.05,8,1
1625,92.72,21,4
5389,214.66,49,11
1571,64.61,17,8
1291,45.58,14,5
2511,169.69,31,7
1118,25.85,11,3
2072,120.22,30,6
1558,115.35,24,6
876,45.25,12,1
2209,111.52,20,3
1786,59.86,25,5
1256,56.2,12,4
2576,93.49,26,6
1838,112.19,25,6
1697,194.7,25,8
1372,73.51,18,7
2878,40.49,28,8
1463,79.01,16,4
2494,65.54,27,4
2624,103.44,33,11
678,30.41,8,2
1946,147.99,34,10
913,50.370000000000005,8,3
1738,42.57,20,9
2871,115.6,39,9
2134,91.59,21,10
2501,68.1,32,9
1526,71.47,19,5
2318,102.56,33,8
898,63.32,9,3
1368,34.81,15,3
1882,87.76,26,7
1931,59.66,17,5
1005,17.01,15,3
2126,91.78,22,5
1047,37.66,16,7
2397,116.93,25,9
3484,140.19,30,5
2536,105.13,35,11
456,9.879999999999999,6,2
1711,71.42,23,7
3287,89.91,57,10
1482,70.19,17,4
2578,142.13,27,7
935,56.01,16,4
1187,84.19,19,5
1771,80.48,37,13
1330,112.36999999999999,26,4
2326,31.28,15,4
2328,182.42,35,11
2384,111.32,27,7
1101,16.12,7,0
2431,72.04,24,4
1059,83.83,19,5
1902,26.78,20,4
600,2.02,3,0
3173,25.79,19,2
1490,26.28,12,3
1794,66.18,20,1
1424,30.5,19,3
1960,63.46,29,8
2378,152.05,37,10
2871,77.19,35,11
756,10.34,13,4
1617,90.84,22,2
2283,49.63,25,6
1848,53.39,16,3
2368,56.89,29,7
1627,41.5,14,3
3979,95.31,19,5
1357,25.29,20,3
954,31.23,10,6
1759,66.79,25,6
1347,16.8,12,0
1621,75.74,22,8
1458,44.04,19,3
1476,70.9,19,9
2873,177.69,37,7
1697,75.57000000000001,22,7
2299,138.28,31,7
1443,25.41,16,4
1853,79.98,20,5
2613,70.09,37,8
3275,140.19,42,6
2220,92.52,31,4
1535,17.87,13,3
2109,103.43,35,9
3168,178.73,37,6
2839,149.42,29,7
2939,15.94,12,5
1160,45.33,12,1
1660,121.86,25,8
3395,109.32,34,8
677,46.2,10,4
1337,27.65,10,1
2046,133.72,28,6
2697,78.55,18,8
1814,89.42,24,5
600,19.73,11,4
1926,111.72,24,7
1802,100.06,26,4
1670,57.64,16,6
750,45.37,15,7
1195,14.48,6,0
1346,56.79,18,6
1403,78.69,21,6
1596,75.74,29,9
3423,116.96,30,8
713,68.37,14,5
2212,70.31,33,11
1564,81.9,20,2
3962,146.79,42,15
1187,66.25,17,2
3078,149.98,27,5
1779,92.45,23,4
1610,45.09,17,2
4033,188.48,40,15
2281,33.81,14,5
2195,58.42,21,8
1803,63.33,18,2
2622,127.53999999999999,41,14
1867,70.2,20,8
3496,160.9,29,3
2582,104.17,25,7
2729,150.45,36,12
1821,72.19,29,8
2062,96.83,20,6
2273,80.63,23,4
1910,80.92,22,8
3989,96.26,48,15
1867,91.35,19,2
2171,46.519999999999996,21,9
3135,115.23,33,9
2687,186.77,43,10
1627,83.00999999999999,20,7
1316,52.4,20,8
2152,96.24,25,9
1151,55.98,12,4
2492,43.019999999999996,21,6
2021,55.33,14,4
631,52.15,10,3
1622,85.12,22,5
1847,49.22,21,7
3799,66.33,20,6
742,25.57,10,4
1203,6.5,12,2
1034,18.87,8,2
1257,69.22,12,3
1755,46.21,11,4
1179,111.45,22,9
2667,69.33,23,7
2077,77.03,20,4
724,18.28,7,1
1958,70.35,21,6
2247,27.720000000000002,19,6
2483,68.47,27,7
1006,20.400000000000002,13,1
5411,198.54,49,12
1640,45.91,26,6
2005,82.0,20,4
3747,86.24,36,13
2098,176.69,35,11
2159,94.42,38,10
2284,75.13,22,2
5431,239.53,69,21
1247,47.42,16,1
2061,179.07,36,7
4747,215.89,51,12
1339,87.35,21,5
2976,94.21,40,17
2950,138.34,37,11
1578,94.24,23,5
936,25.16,10,3
2429,100.14,17,3
2643,91.02,34,9
2999,214.5,47,11
3313,51.699999999999996,28,11
843,31.32,11,2
2808,107.35,29,5
1188,45.25,14,6
1780,57.15,21,3
1985,65.76,28,12
1141,50.08,22,6
1253,31.71,10,4
2204,177.34,43,14
1611,70.03999999999999,16,5
1256,11.969999999999999,8,4
2014,47.769999999999996,25,11
1061,55.28,13,1
2724,25.05,16,6
2397,75.04,20,5
1158,55.43,15,4
811,21.94,12,2
3842,167.08,44,11
2189,76.97,22,6
1053,34.37,14,4
1404,70.12,25,6
2512,122.86,24,4
3045,192.23,47,10
2387,40.53,23,7
832,53.46,11,3
